natureza,referência,preçoVenda,preçoAluguel,distrito,concelho,freguesia,tipologia,area,ano,imagens,banco,contacto,email,telefone
Loja / comércio,26867,18400,,,Funchal,Funchal (Santa Luzia),/ comércio,32,1984,"['https://cdn.proppy.app/propertyfiles/18/198095/0721562f-977c-4862-917e-59b0daf13ca2.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/8bf999d7-2298-43ff-b0e8-42d9689d9a8d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/55a4a2d4-5d00-4003-b0d5-8b349012961d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/99896cc2-8748-4426-a827-81ea66d52459.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/004a675e-64bc-45bb-a8ab-d93ed2b22b23.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/0721562f-977c-4862-917e-59b0daf13ca2.jpg', 'https://cdn.proppy.app/propertyfiles/18/198095/8bf999d7-2298-43ff-b0e8-42d9689d9a8d.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26868,21000,,,Funchal,Funchal (Santa Luzia),/ comércio,40,1984,['https://cdn.proppy.app/propertyfiles/18/198094/25744100-7883-426f-b5fa-e77aac153ca4.jpg'],Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26536,99000,,,Lamego,Lamego (Almacave e Sé),/ comércio,162,2001,"['https://cdn.proppy.app/propertyfiles/18/198074/e0905f46-a0d8-4675-979d-a16ce9992fc6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/0208cc3e-5919-44ff-a729-c1799a3c82e6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/15d30460-a698-4595-b3b6-6b90fd1e117d.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/c51fb01d-f67a-40f9-b005-9a6436dc5dcb.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/4cf8bd5d-643f-432c-92a1-2b8d29ebfeba.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/e0905f46-a0d8-4675-979d-a16ce9992fc6.jpg', 'https://cdn.proppy.app/propertyfiles/18/198074/0208cc3e-5919-44ff-a729-c1799a3c82e6.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26835,107500,,,Carregal do Sal,"Currelos, Papízios e Sobral",/ comércio,195,1993,"['https://cdn.proppy.app/propertyfiles/18/197952/dcdcbb81-b7bb-4553-94b9-0fb11e3cebd8.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/373b45f1-04e7-41e2-b807-13a3817b4b34.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/5a7cb5b7-c2b4-47a4-aab9-89d0effbdd74.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/ec945da9-ce3d-42b3-ab70-8c13174095cf.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/1b909239-a9e7-421f-b927-f2e4c4c6e364.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/bad9b460-aa8e-46bc-b7db-2d3012c71d59.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/be4a0892-2581-430e-819e-5df62db58472.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/a8acd352-6aa7-4591-830f-e1eee4343dbb.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/312de6ca-61f5-43f1-a67c-2ab6e34d32e3.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/dcdcbb81-b7bb-4553-94b9-0fb11e3cebd8.jpg', 'https://cdn.proppy.app/propertyfiles/18/197952/373b45f1-04e7-41e2-b807-13a3817b4b34.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26725,189000,,,Paços de Ferreira,,/ comércio,112,1998,"['https://cdn.proppy.app/propertyfiles/18/197924/a2c84505-e0d4-4e0b-bb3c-cd3827c98288.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/1fbbd67c-a0f3-4eef-8aa3-7ddc1a70ed62.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/40b60109-2dc3-4454-86d4-5d442ab8a64f.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/cc56a9e3-eddc-4029-8b09-d46d443e58a4.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/59cf3ebf-c909-4510-bf6b-860182717b40.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/c4675540-6b8d-4790-a115-4e5f9950d586.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/4b462683-a469-4c84-a138-b84ad3eb150f.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/a2c84505-e0d4-4e0b-bb3c-cd3827c98288.jpg', 'https://cdn.proppy.app/propertyfiles/18/197924/1fbbd67c-a0f3-4eef-8aa3-7ddc1a70ed62.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26767,94000,,,Vila Nova de Gaia,,/ comércio,90,1991,"['https://cdn.proppy.app/propertyfiles/18/197868/7f591e0b-ca17-477b-9039-55f77b087015.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/ce5f8927-2631-4fe9-a656-5e8c34d229a6.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/40ee8c80-efbf-4feb-81e3-1415bb8b05ac.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/5e7487b3-7c35-425e-b2c9-59b064259bb9.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/86dec023-d829-49a4-840e-9a63d7bd0332.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/141140e9-abfe-4a26-9179-77ac8d788abe.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/7f591e0b-ca17-477b-9039-55f77b087015.jpg', 'https://cdn.proppy.app/propertyfiles/18/197868/ce5f8927-2631-4fe9-a656-5e8c34d229a6.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26645,164000,,,Maia,Águas Santas,/ comércio,123,1997,"['https://cdn.proppy.app/propertyfiles/18/197723/43bdff31-4f53-4126-90bb-4eb68e353541.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/19a424e4-743d-4b32-a160-5aa8d2ae2c9b.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/ade00185-5c9a-4c4c-86ab-6401ebb78d39.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/01ef46b5-05ea-4be1-8319-06f11308f89b.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/58ae8cb8-de0f-44c0-8862-5778133b2812.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/ea700538-be4e-48dd-a4af-7a4a8c8b1c0d.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/43bdff31-4f53-4126-90bb-4eb68e353541.jpg', 'https://cdn.proppy.app/propertyfiles/18/197723/19a424e4-743d-4b32-a160-5aa8d2ae2c9b.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26117,99000,,,Bombarral,,/ comércio,185,1992,"['https://cdn.proppy.app/propertyfiles/18/197689/fdfedb59-e244-48da-a1cc-19a9e90105e8.jpg', 'https://cdn.proppy.app/propertyfiles/18/197689/f3fe8a34-adee-480b-ba1b-7bf241f6519b.jpg', 'https://cdn.proppy.app/propertyfiles/18/197689/f58b9d2f-fdf5-4b8a-932c-9974ea0c02e7.jpg', 'https://cdn.proppy.app/propertyfiles/18/197689/0aa69902-cbe6-4ee1-b158-0942fabcbedb.jpg', 'https://cdn.proppy.app/propertyfiles/18/197689/fdfedb59-e244-48da-a1cc-19a9e90105e8.jpg', 'https://cdn.proppy.app/propertyfiles/18/197689/f3fe8a34-adee-480b-ba1b-7bf241f6519b.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,16534,315000,,,Maia,,/ comércio,254,1989,"['https://cdn.proppy.app/propertyfiles/18/197641/183e6006-0259-4122-a5a8-b8a7ac3bc7ad.jpg', 'https://cdn.proppy.app/propertyfiles/18/197641/75c073ce-28f9-40f5-8cfa-72d25d4d1a1d.jpg', 'https://cdn.proppy.app/propertyfiles/18/197641/3742282c-9e99-4d0c-ad5c-696559ee7dcb.jpg', 'https://cdn.proppy.app/propertyfiles/18/197641/183e6006-0259-4122-a5a8-b8a7ac3bc7ad.jpg', 'https://cdn.proppy.app/propertyfiles/18/197641/75c073ce-28f9-40f5-8cfa-72d25d4d1a1d.jpg']",Santander,João Baranda,joao.baranda@santander.pt,937661262

Prédio,24738,659000,,,Benavente,Samora Correia,,25300,0,"['https://cdn.proppy.app/propertyfiles/18/196584/2723e0ea-32bf-4bcd-a31a-05cdd69c0250.jpg', 'https://cdn.proppy.app/propertyfiles/18/196584/45ff8f14-aad8-453c-b5ec-e26c370a1171.jpg', 'https://cdn.proppy.app/propertyfiles/18/196584/45cae48c-850a-4755-9a51-809a77547035.jpg', 'https://cdn.proppy.app/propertyfiles/18/196584/9b4a5173-487f-418b-8279-0c7e872d33fc.jpg', 'https://cdn.proppy.app/propertyfiles/18/196584/2723e0ea-32bf-4bcd-a31a-05cdd69c0250.jpg', 'https://cdn.proppy.app/propertyfiles/18/196584/45ff8f14-aad8-453c-b5ec-e26c370a1171.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terreno urbano,25850,235000,,,Santarém,,urbano,549,0,"['https://cdn.proppy.app/propertyfiles/18/196490/b557ac9b-ce00-4750-a645-c382c536f59f.jpg', 'https://cdn.proppy.app/propertyfiles/18/196490/8a587b5b-27e4-4caa-9c36-8bd7add0d358.jpg', 'https://cdn.proppy.app/propertyfiles/18/196490/37d309b8-2ad7-4181-89dd-4d7f97c3ae65.jpg', 'https://cdn.proppy.app/propertyfiles/18/196490/b557ac9b-ce00-4750-a645-c382c536f59f.jpg', 'https://cdn.proppy.app/propertyfiles/18/196490/8a587b5b-27e4-4caa-9c36-8bd7add0d358.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Terrenos rústicos e quintas,25945,1596000,,,Palmela,,s rústicos e quintas,68866,0,"['https://cdn.proppy.app/propertyfiles/18/196449/dde49f48-4991-4e0a-aaeb-f9c68eaee3a8.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/fa63e10c-7066-498b-ba73-271d81b3cb2f.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/7a26c55a-c4cc-47ae-8a93-db6efd0fdc5a.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/b8f889ff-014e-4c6f-8aca-746bcb42d3e6.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/b26ba966-97e3-4cb2-a48d-be9be1953fad.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/38ecd1c3-9f0f-4b6d-ac7c-5e1e53a99d2b.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/dde49f48-4991-4e0a-aaeb-f9c68eaee3a8.jpg', 'https://cdn.proppy.app/propertyfiles/18/196449/fa63e10c-7066-498b-ba73-271d81b3cb2f.jpg']",Santander,Dilia Santos,dilia.santos@servexternos.santander.pt,938885885

Loja / comércio,26044,45000,,,Nelas,,/ comércio,173,1990,"['https://cdn.proppy.app/propertyfiles/18/196414/46a89a8c-6288-4e81-bac8-cf7a521cf61f.jpg', 'https://cdn.proppy.app/propertyfiles/18/196414/a99f3d2c-cd8a-4a9d-ab77-fd5708d8f3f7.jpg', 'https://cdn.proppy.app/propertyfiles/18/196414/5868cb0d-ca1c-427e-8399-95474c641769.jpg', 'https://cdn.proppy.app/propertyfiles/18/196414/6b51be5c-1eff-443c-9092-7a0341aa8b25.jpg', 'https://cdn.proppy.app/propertyfiles/18/196414/46a89a8c-6288-4e81-bac8-cf7a521cf61f.jpg', 'https://cdn.proppy.app/propertyfiles/18/196414/a99f3d2c-cd8a-4a9d-ab77-fd5708d8f3f7.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26045,43000,,,Nelas,,/ comércio,173,1990,"['https://cdn.proppy.app/propertyfiles/18/196413/00539e82-41e9-4648-89e0-b06b626052b6.jpg', 'https://cdn.proppy.app/propertyfiles/18/196413/cc1bc9f5-9f2d-41eb-b229-e296df3f487a.jpg', 'https://cdn.proppy.app/propertyfiles/18/196413/556a6b08-ac85-4695-a521-65156290ae4c.jpg', 'https://cdn.proppy.app/propertyfiles/18/196413/00539e82-41e9-4648-89e0-b06b626052b6.jpg', 'https://cdn.proppy.app/propertyfiles/18/196413/cc1bc9f5-9f2d-41eb-b229-e296df3f487a.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26510,125000,,,Cartaxo,,/ comércio,178,2003,"['https://cdn.proppy.app/propertyfiles/18/196346/e13a3c38-df4d-4e6f-9294-a75240293cef.jpg', 'https://cdn.proppy.app/propertyfiles/18/196346/86458f6b-a548-4f1d-9aa8-143ef9b777c6.jpg', 'https://cdn.proppy.app/propertyfiles/18/196346/9fb64f67-f8db-4a6e-bce7-32076232c861.jpg', 'https://cdn.proppy.app/propertyfiles/18/196346/e13a3c38-df4d-4e6f-9294-a75240293cef.jpg', 'https://cdn.proppy.app/propertyfiles/18/196346/86458f6b-a548-4f1d-9aa8-143ef9b777c6.jpg']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Outros,20749,192500,,,Portalegre,Urra,Outros,664,2003,"['https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26051,134000,,,Santa Comba Dão,Ovoa e Vimieiro,/ comércio,710,1922,"['https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Armazém,20750,67000,,,Portalegre,Urra,,354,2003,"['https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png']",Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Armazém,26784,1324000,,,Salvaterra de Magos,Muge,,5765,2011,['https://cdn.proppy.app/propertyfiles/18/198072/8023d824-18ba-4a47-b856-dfdcb766dc03.jpg'],Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

Loja / comércio,26774,215000,,,Santo Tirso,Aves,/ comércio,330,1982,['https://cdn.proppy.app/propertyfiles/18/197894/f45f9cfd-b83d-4363-ad64-b4ba172dee22.jpg'],Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26766,119000,,,Vila Nova de Gaia,,/ comércio,117,1991,['https://cdn.proppy.app/propertyfiles/18/197869/20f0ecac-a1e6-43f9-aa85-5f5533790d29.jpg'],Santander,João Baranda,joao.baranda@santander.pt,937661262

Loja / comércio,26646,79000,,,Maia,Águas Santas,/ comércio,49,1997,['https://cdn.proppy.app/propertyfiles/18/197722/4fd3ea4b-1ec2-4d04-9dec-8506522b0220.jpg'],Santander,João Baranda,joao.baranda@santander.pt,937661262

Terrenos rústicos e quintas,21954,899000,,,Montijo,Pegões,s rústicos e quintas,109000,0,"['https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png', 'https://imoveis.santander.pt/Assets/Images/noimage.png']",Santander,Dilia Santos,dilia.santos@servexternos.santander.pt,938885885

Loja / comércio,26511,125000,,,Cartaxo,,/ comércio,181,2003,['https://cdn.proppy.app/propertyfiles/18/196345/c01fef68-6c45-4c6e-973b-08497dd43ea5.jpg'],Santander,Ricardo Nogueira,ricardo.nogueira@servexternos.santander.pt,938883069

